"1. Company name (For example, UPMC, Penn State Health, CVS, Sadler Health Center, etc.)","2. Name of vaccine providing entity (For example, UPMC Williamsport, Penn State Health Holy Spirit Medical Center, CVS Pharmacy Camp Hill, Sadler Health Center, etc.)",4. Provider Address,5. Point of contact for vaccine providing entity,6. Phone number for point of contact,POCemail,8. Type of Facility,"9. Link to public facing information, if applicable, on how to schedule an appointment to get vaccinated",Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,What identification requirements does your facility have for vaccine recipients?,Notes,VaccineYesNoExp,x,y
Weis Markets Inc,Weis Pharmacy #8,"1105 Chestnut St, Berwick, Pennsylvania, 18603",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,8:30 AM,8:00 PM,8:30 AM,8:00 PM,8:30 AM,08:00pm,8:30 AM,8:00 PM,8:30 AM,8:00 PM,8:30 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.23577906,41.06303218
Weis Markets Inc,Weis Pharmacy #20,"316 Walnut St, Newport, Pennsylvania, 17074",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,3:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.1332456,40.47828844
Weis Markets Inc,Weis Pharmacy #19,"1571 US-209, Millersburg, Pennsylvania, 17061",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-76.92296245,40.5397575
Weis Markets Inc,Weis Pharmacy #79,"331 N Reading Rd, Ephrata, Pennsylvania, 17522",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,8:00 AM,8:00 PM,8:00 AM,7:30 PM,8:00 AM,09:00pm,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.17588831,40.19219152
Weis Markets Inc,Weis Pharmacy #30,"611 15th St, Huntingdon, Pennsylvania, 16652",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,3:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-78.01421,40.49716
Weis Markets Inc,Weis Pharmacy #35,"224 N Logan Blvd, Burnham, Pennsylvania, 17009",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.56967034,40.63150294
Weis Markets Inc,Weis Pharmacy #37,"801 N Loyalsock Ave, Montoursville, Pennsylvania, 17754",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.919111,41.26009302
Weis Markets Inc,Weis Pharmacy #31,"6901 Westbranch Hwy, Lewisburg, Pennsylvania, 17837",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.89138199,40.97525298
Weis Markets Inc,Weis Pharmacy #38,"1075 W King St, Shippensburg, Pennsylvania, 17257",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.54397501,40.03834899
Weis Markets Inc,Weis Pharmacy #22,"337 W Bald Eagle St, Lock Haven, Pennsylvania, 17745",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.45325238,41.13355538
Weis Markets Inc,Weis Pharmacy #176,"4521 William Penn Hwy, Mifflintown, Pennsylvania, 17059",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.38486701,40.55796703
Weis Markets Inc,Weis Pharmacy #29,"800 S 12th St, Lebanon, Pennsylvania, 17042",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,8:30 AM,8:30 PM,8:30 AM,8:30 PM,8:30 AM,08:30pm,8:30 AM,8:30 PM,8:30 AM,8:30 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.42811001,40.32812999
Weis Markets Inc,Weis Pharmacy #50,"2020 N 13th St, Reading, Pennsylvania, 19604",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-75.91250201,40.36579298
Weis Markets Inc,Weis Pharmacy #226,"719 Route 522, Selinsgrove, Pennsylvania, 17870",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,8:30 AM,8:30 PM,8:30 AM,8:30 PM,8:30 AM,08:30pm,8:30 AM,8:30 PM,8:30 AM,8:30 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.86507304,40.811224
Weis Markets Inc,Weis Pharmacy #68,"100 Weis Ln, Hazleton, Pennsylvania, 18202",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.00566495,40.96692322
Weis Markets Inc,Weis Pharmacy #64,"601 Pleasant Valley Blvd, Altoona, Pennsylvania, 16602",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,1:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-78.37984002,40.51099001
Weis Markets Inc,Weis Pharmacy #71,"1800 Roosevelt Ave, York, Pennsylvania, 17408",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.76224896,39.979193
Weis Markets Inc,Weis Pharmacy #55,"1603 Lincoln Hwy E, Lancaster, Pennsylvania, 17602",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-76.27099903,40.03898899
Weis Markets Inc,Weis Pharmacy #106,"PA-590, Hamlin, Pennsylvania, 18427",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-75.40558105,41.4040591
Weis Markets Inc,Weis Pharmacy #74,"2525 Memorial Hwy, Dallas, Pennsylvania, 18612",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.95751378,41.33326629
Wegmans Food Markets Inc.,Wegmans 6416 Carlisle Pike Suite 2000,"6416 Carlisle Pike, Mechanicsburg, Pennsylvania, 17050",,,,Pharmacy,https://www.wegmans.com/pharmacy/,8:30 AM,3:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,05:00pm,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,Checking government ID,,No Vaccine Yet,-77.00714483,40.24677512
Weis Markets Inc,Weis Pharmacy #78,"15260 Kutztown Rd, Kutztown, Pennsylvania, 19530",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,8:00 AM,7:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.76418801,40.527871
Weis Markets Inc,Weis Pharmacy #118,"501 N Centre St, Philipsburg, Pennsylvania, 16866",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-78.22462603,40.90086502
Weis Markets Inc,Weis Pharmacy #127,"4300 Rd Linglestown, Harrisburg, Pennsylvania, 17112",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.82448904,40.33795002
Weis Markets Inc,Weis Pharmacy #131,"3885 Union Deposit Rd, Harrisburg, Pennsylvania, 17109",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-76.82438127,40.27821241
Weis Markets Inc,Weis Pharmacy #133,"2600 Willow Street Pike N, Willow Street, Pennsylvania, 17584",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.27962602,39.98272299
Weis Markets Inc,Weis Pharmacy #152,"1 Weis Plz, Nanticoke, Pennsylvania, 18634",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,8:30 AM,8:30 PM,8:30 AM,8:30 PM,8:30 AM,08:30pm,8:30 AM,8:30 PM,8:30 AM,8:30 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.00339001,41.20671999
Weis Markets Inc,Weis Pharmacy #148,"1651 E Cumberland St, Lebanon, Pennsylvania, 17042",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.38287003,40.35210001
Weis Markets Inc,Weis Pharmacy #155,"3236 Route 940, Mount Pocono, Pennsylvania, 18344",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.37352997,41.12089999
Weis Markets Inc,Weis Pharmacy #159,"1070 N 9th St, Stroudsburg, Pennsylvania, 18360",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.21884999,40.98992001
Weis Markets Inc,Weis Pharmacy #158,"695 N Courtland St, East Stroudsburg, Pennsylvania, 18301",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.18316001,41.01784001
Weis Markets Inc,Weis Pharmacy #173,"693 Lombard Rd, Red Lion, Pennsylvania, 17356",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,5:00 PM,Checking government ID,,No Vaccine Yet,-76.63149999,39.91595502
Weis Markets Inc,Weis Pharmacy #169,"3011 William Penn Hwy, Easton, Pennsylvania, 18045",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.26205099,40.67772199
Weis Markets Inc,Weis Pharmacy #138,"1400 Stony Battery Rd, Lancaster, Pennsylvania, 17601",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,9:00 AM,9:00 PM,8:00 AM,7:30 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.41164804,40.06361301
Weis Markets Inc,Weis Pharmacy #177,"1272 E Penn St, Muncy, Pennsylvania, 17756",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.75984604,41.20952801
Wegmans Food Markets Inc.,Wegmans 1405 Main St.,"1405 Main St, Warrington, Pennsylvania, 18976",,,,Pharmacy,https://www.wegmans.com/pharmacy/,8:30 AM,3:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,05:00pm,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,Checking government ID,,No Vaccine Yet,-75.13196796,40.23037102
Weis Markets Inc,Weis Pharmacy #181,"552 State St, Hamburg, Pennsylvania, 19526",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,3:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,5:00 PM,Checking government ID,,No Vaccine Yet,-75.97991003,40.55566199
Weis Markets Inc,Weis Pharmacy #191,"5360 Lincoln Hwy, Ste 2, Gap, Pennsylvania, 17527",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-76.01685202,39.99004199
Weis Markets Inc,Weis Pharmacy #200,"30 Primrose Ln, East Berlin, Pennsylvania, 17316",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-76.97913096,39.92582198
Weis Markets Inc,Weis Pharmacy #170,"1199 Texas Palmyra Hwy, Ste N, Honesdale, Pennsylvania, 18431",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,4:00 PM,8:30 AM,8:00 PM,8:30 AM,8:00 PM,8:30 AM,08:00pm,8:30 AM,8:00 PM,8:30 AM,8:00 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.22577403,41.552121
Weis Markets Inc,Weis Pharmacy #198,"11798 Route 6, Wellsboro, Pennsylvania, 16901",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,3:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.26759198,41.74294102
Redner's Markets Inc,Redners Pharmacy - Hegins,"22 Forest Dr, Hegins, Pennsylvania, 17938",,,,Pharmacy,Call store phone currently for scheduling; Updating website ,,,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,06:00pm,10:00 AM,6:00 PM,10:00 AM,6:00 PM,,,Checking government ID,,No Vaccine Yet,-76.51543997,40.65015898
Weis Markets Inc,Weis Pharmacy #197,"65 Meadow Green Dr, Mifflinburg, Pennsylvania, 17844",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.03284496,40.92391198
Weis Markets Inc,Weis Pharmacy #195,"365 S Cedar Crest Blvd, Allentown, Pennsylvania, 18103",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-75.52205638,40.58173923
Weis Markets Inc,Weis Pharmacy #203,"6 Millbrook Plz, Mill Hall, Pennsylvania, 17751",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.47678398,41.11637495
Weis Markets Inc,Weis Pharmacy #233,"25 W Germantown Pike, Norristown, Pennsylvania, 19401",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,3:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.31536635,40.14368436
Weis Markets Inc,Weis Pharmacy #231,"200 W Ridge Pike, Conshohocken, Pennsylvania, 19428",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,3:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.28819575,40.09456313
Weis Markets Inc,Weis Pahrmacy #135,"Dingmans Ferry Brg, Dingmans Ferry, Pennsylvania, 18328",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,4:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-74.86022479,41.2200619
Weis Markets Inc,Weis Pharmacy #205,"2nd St, Coal Township, Pennsylvania, 17866",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.51990642,40.78663551
Weis Markets Inc,Weis Pharmacy #95,"351 E High St, Carlisle, Pennsylvania, 17013",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,8:00 AM,7:30 PM,8:00 AM,7:30 PM,8:00 AM,07:30pm,8:00 AM,8:30 PM,8:00 AM,8:30 PM,8:30 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-77.18187998,40.20137001
Weis Markets Inc,Weis Pharmacy #125,"1195 Lowther Rd, Camp Hill, Pennsylvania, 17011",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,2:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-76.89580898,40.23467001
Redner's Markets Inc,Redners Pharmacy - Shenandoah,"3 Gold Star Plz, Shenandoah, Pennsylvania, 17976",,,,Pharmacy,Call store phone currently for scheduling; Updating website ,,,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,06:00pm,10:00 AM,6:00 PM,10:00 AM,6:00 PM,,,Checking government ID,,No Vaccine Yet,-76.23153203,40.79061204
Weis Markets Inc,Weis Pharmacy #182,"5020 Route 873, Schnecksville, Pennsylvania, 18078",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,9:00 AM,5:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,08:00pm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,5:00 PM,Checking government ID,,No Vaccine Yet,-75.61536204,40.67799599
Weis Markets Inc,Weis Pharmacy #227,"431 Dublin Pike, Perkasie, Pennsylvania, 18944",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,4:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,09:00pm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Checking government ID,,No Vaccine Yet,-75.21917504,40.38222202
Wakefern Food Corp (ShopRite),SHOP RITE PHCY 449,"4701 Freemansburg Ave, Easton, Pennsylvania, 18045",,,,Pharmacy,https://vaccines.shoprite.com/,,,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,05:00pm,10:00 AM,5:00 PM,10:00 AM,5:00 PM,,,Checking government ID,,No Vaccine Yet,-75.2934128,40.65029338
Weis Markets Inc,Weis Pharmacy #237,"2100 E County Line Rd, Huntingdon Valley, Pennsylvania, 19006",,,,Pharmacy,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,10:00 AM,4:00 PM,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,08:30pm,9:00 AM,8:30 PM,9:00 AM,8:30 PM,9:00 AM,5:30 PM,Checking government ID,,No Vaccine Yet,-75.07131431,40.17100598
Intouch Medical Associates Inc. ,Which ever one I receive into this office,2109 W. Diamond Street ,Dr. Bruce Williams ,2157407078,williamsstonemed@aol.com ,Other,Must call the office 2152320823,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,5:00 PM,9:00 AM,6:00 PM,9:00 AM,5:00 PM,,,License or government issued ID,We welcome the patients,No Vaccine Yet,-117.0303245,34.87717664
AFC Urgent Care Warrington,"K3Med, LLC","781 Easton Rd, Warrington, PA 18976",Krishna Pendyam,2158743209,KPendyam@afcurgentcare.com,Other,https://docs.google.com/forms/d/1XOjpN3nff12HFpWfqFItQYT7ps2vKceB8zD4XfSmdMw/edit,,,,,,,,,,,,,,,"Photo ID, Insurance Card","Please register in the website that is provided above, and we will reach out to patients with the scheduled day and time",Yes,-75.13649141,40.23315663
AFC URGENT CARE WARRINGTON,AFC URGENT CARE WARRINGTON,781 Easton Rd,Krishna Pendyam,2158743209,KPendyam@afcurgentcare.com,Other,https://docs.google.com/forms/d/1XOjpN3nff12HFpWfqFItQYT7ps2vKceB8zD4XfSmdMw/edit,,,,,,,,,,,,,,,"Photo ID, Insurance Card",Please click the registration link (https://docs.google.com/forms/d/1XOjpN3nff12HFpWfqFItQYT7ps2vKceB8zD4XfSmdMw/edit) provided above to fill in the form. ,No Vaccine Yet,-75.13654506,40.23316014
Eric's RX Shoppe,Eric's RX Shoppe,"810 Welsh Rd, Unit F, Horsham, PA 19044",Marc Ost,215-509-5597,covidvaccine@ericsrx.com,Pharmacy,https://www.ericsrx.com,,,,,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,,,9:00 PM,1:00 PM,ID and Insurance Card ,"Please remain in your car until your appointment time. Appointments can be booked our our website, www.ericsrx.com when appointments become available ",Yes,-75.17887602,40.17871402
Tower Health,Brandywine Hospital,"201 Reeceville Rd., Coatesville PA 19320",Steven Johnson,14846281011,BHIncidentCommand@Towerhealth.org,Hospital,https://www.towerhealth.org/covid-19-information-center/covid-19-vaccine,,,,,,,,,,,,,,,n/a,"For the latest updates on Tower Health vaccines and availability, visit www.towerhealth.org/vaccineinfo ",Yes,-75.79027024,40.0100992
Washington Health System,Washington Health System,155 Wilson Ave Washington PA 15301,unknown,7242233000,covidvaccine@whs.org,Health System,,,,,,,,,,,,,,,,,,Yes,-80.24625399,40.18356001
Stephens Pharmacy,Stephens Pharmacy,"1101 Main Street Honesdale, Pa 18431",Wayne Stephens,5702537770,vaccine@stephenspharmacy.net,Pharmacy,,,,,,,,,,,,,,,,,,No Vaccine Yet,-75.25718898,41.57575201
